DATASET,DATE,TEAMS,VENUE,1Q,2Q,3Q,4Q,OT1,OT2,OT3,OT4,F,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,TO TO,BL,PTS,POSS,PACE,OEFF,DEFF,REST DAYS,STARTING LINEUPS,,,,,MAIN REF,CREW,OPENING ODDS,OPENING SPREAD,OPENING TOTAL,MOVEMENTS,CLOSING ODDS,MONEYLINE,HALFTIME,BOX SCORE,ODDS
2016-2017 Regular Season,02/03/2017,Brooklyn,Home,16,30,28,23,,,,,97,240,32,86,11,28,22,23,9,35,44,20,22,7,19,19,4,97,102.5,102.5,94.7,103.5,1,Caris LeVert,Rondae Hollis-Jefferson,Brook Lopez,Randy Foye,Isaiah Whitehead,,Aaron Smith,222,6.5,222.0,219 / 217.5 / 218,218.5,+226,106,Boxscore,Odds
2016-2017 Regular Season,02/03/2017,Minnesota,Road,18,34,24,32,,,,,108,240,44,89,5,17,15,19,11,29,40,25,19,5,13,13,6,108,96.5,96.5,111.9,120.2,1,Andrew Wiggins,Gorgui Dieng,Karl-Anthony Towns,Zach LaVine,Ricky Rubio,Brian Forte,Brett Nansel,211.0,3.5,211.0,208.5 / 209 / 209o13,209.5,+170,102,,
2016-2017 Regular Season,02/03/2017,Detroit,Home,24,29,30,33,,,,,116,240,44,98,11,26,17,22,18,32,50,24,14,7,10,11,4,116,96.5,96.5,120.2,111.9,1,Marcus Morris,Jon Leuer,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,,James Williams,-3.5,-3.5,211.0,-4.5 -04 / -4.5 -05 / -4.5 ,-4.5,-200,-2.5 ,Boxscore,Odds
2016-2017 Regular Season,02/03/2017,Chicago,Road,26,23,32,27,9,,,,117,265,48,100,8,25,13,18,14,39,53,30,23,7,14,15,7,117,109.0,98.7,107.4,111.0,1,Michael Carter-Williams,Taj Gibson,Robin Lopez,Dwyane Wade,Jerian Grant,Tony Brothers,Pat Fraher,223,7.0,223.0,223 / 220.5 / 222,221.5,+447,113,,
2016-2017 Regular Season,02/03/2017,Houston,Home,24,36,19,29,13,,,,121,265,44,98,16,43,17,25,8,40,48,24,23,7,11,12,3,121,109.0,98.7,111.0,107.4,3IN4-B2B,Trevor Ariza,Ryan Anderson,Clint Capela,Patrick Beverley,James Harden,,Mitchell Ervin,-7,-7.0,223.0,-9 -15 / -9 -31 / -9.5 ,-10.0,-600,-2.5 -15,Boxscore,Odds
2016-2017 Regular Season,02/03/2017,Memphis,Road,23,25,34,20,,,,,102,240,40,83,3,19,19,22,8,21,29,21,28,10,12,12,5,102,94.1,94.1,108.4,121.2,1,Chandler Parsons,JaMychal Green,Marc Gasol,Tony Allen,Mike Conley,Leroy Richardson,Ed Malloy,204.5,1.5,204.5,PK  / -1  / -1 -07,-1.0,-115,-3.5 ,,
2016-2017 Regular Season,02/03/2017,Oklahoma City,Home,21,37,22,34,,,,,114,240,38,80,13,26,25,33,16,31,47,21,21,7,20,20,3,114,94.1,94.1,121.2,108.4,3IN4,Andre Roberson,Domantas Sabonis,Steven Adams,Victor Oladipo,Russell Westbrook,,Haywoode Workman,-1.5,-1.5,204.5,204 / 204.5 / 205.5,205.0,-105,102,Boxscore,Odds
2016-2017 Regular Season,02/03/2017,LA Lakers,Road,30,21,23,33,,,,,107,240,37,94,14,38,19,26,15,37,52,24,23,9,12,12,3,107,100.8,100.8,106.1,112.1,3IN4-B2B,Luol Deng,Tarik Black,Timofey Mozgov,Nick Young,D'Angelo Russell,Mike Callahan,Scott Wall,221,11.5,221.0,221 / 221.5o13 / 222,223.0,+562,110,,
2016-2017 Regular Season,02/03/2017,Boston,Home,29,33,20,31,,,,,113,240,39,82,13,35,22,28,7,40,47,28,19,8,16,16,1,113,100.8,100.8,112.1,106.1,1,Jae Crowder,Amir Johnson,Al Horford,Jaylen Brown,Isaiah Thomas,,J.T. Orr,-11.5,-11.5,221.0,-11.5 -05 / -11.5  / -11.5 -05,-11.0,-800,-4 ,Boxscore,Odds
2016-2017 Regular Season,02/03/2017,Milwaukee,Road,31,22,36,28,,,,,117,240,45,83,9,24,18,23,6,32,38,26,26,9,18,18,13,117,103.1,103.1,113.5,117.4,1,Giannis Antetokounmpo,Jabari Parker,John Henson,Tony Snell,Matthew Dellavedova,Bill Kennedy,Karl Lane,223.0,1.5,223.0,224 / 224u12 / 224,223.5,+130,108.5,,
2016-2017 Regular Season,02/03/2017,Denver,Home,31,39,28,23,,,,,121,240,40,89,9,28,32,44,18,30,48,31,13,8,14,15,5,121,103.1,103.1,117.4,113.5,3IN4,Wilson Chandler,Kenneth Faried,Nikola Jokic,Gary Harris,Jameer Nelson,,Lauren Holtkamp,-1.5,-1.5,223.0,-3  / -3.5  / -3.5 -05,-3.0,-150,+4 -15,Boxscore,Odds
2016-2017 Regular Season,02/03/2017,Phoenix,Road,15,34,30,26,,,,,105,240,32,77,12,29,29,35,6,33,39,11,21,7,11,12,3,105,97.7,97.7,107.5,105.5,1,TJ Warren,Marquese Chriss,Tyson Chandler,Devin Booker,Eric Bledsoe,Sean Corbin,Leon Wood,218,4.5,218.0,216.5 / 217 / 217.5,218.0,+155,114.5,,
2016-2017 Regular Season,02/03/2017,Sacramento,Home,21,28,30,24,,,,,103,240,38,85,10,27,17,22,6,37,43,23,25,5,13,13,4,103,97.7,97.7,105.5,107.5,2,Matt Barnes,DeMarcus Cousins,Kosta Koufos,Ben McLemore,Darren Collison,,Eric Lewis,-4.5,-4.5,218.0,-5 -03 / -4.5  / -4.5 -05,-4.0,-180,-3.5 ,Boxscore,Odds
2016-2017 Regular Season,02/03/2017,Dallas,Road,35,25,24,24,,,,,108,240,36,76,17,31,19,23,2,34,36,15,24,3,4,7,4,108,90.6,90.6,119.2,114.7,1,Wesley Matthews,Harrison Barnes,Dirk Nowitzki,Seth Curry,Yogi Ferrell,Dan Crawford,Matt Boland,207.0,4.5,207.0,205.5 / 206 / 206u12,206.0,+222,102.5,,
2016-2017 Regular Season,02/03/2017,Portland,Home,22,25,29,28,,,,,104,240,40,88,9,30,15,20,12,32,44,16,19,3,9,9,4,104,90.6,90.6,114.7,119.2,2,Evan Turner,Noah Vonleh,Mason Plumlee,CJ McCollum,Damian Lillard,,Scott Twardoski,-4.5,-4.5,207.0,-6 -15 / -6 -14 / -6 -15,-6.5,-270,-8.5 ,Boxscore,Odds
2016-2017 Regular Season,02/04/2017,New Orleans,Road,18,31,34,8,,,,,91,240,37,84,5,17,12,22,9,33,42,18,16,4,15,15,6,91,97.4,97.4,93.5,107.8,2,Solomon Hill,Terrence Jones,Anthony Davis,Buddy Hield,Jrue Holiday,Zach Zarba,Kevin Scott,217,7.5,217.0,217.5u11 / 217 / 216,216.5,+226,106.5,,
2016-2017 Regular Season,02/04/2017,Washington,Home,24,29,27,25,,,,,105,240,38,83,10,31,19,22,7,39,46,20,19,10,12,13,6,105,97.4,97.4,107.8,93.5,1,Otto Porter,Markieff Morris,Marcin Gortat,Bradley Beal,John Wall,,CJ Washington,-7.5,-7.5,217.0,-7.5 -05 / -7.5  / -7.5 -05,-6.5,-275,-2.5 -15,Boxscore,Odds
2016-2017 Regular Season,02/04/2017,Orlando,Road,24,15,26,21,,,,,86,240,27,78,7,27,25,28,7,26,33,17,19,8,13,14,4,86,94.8,94.8,90.8,119.3,3IN4-B2B,Aaron Gordon,Serge Ibaka,Nikola Vucevic,Evan Fournier,Elfrid Payton,David Guthrie,Josh Tiven,208.0,7.5,208.0,207.5o26 / 209 / 209.5,210.0,+252,103,,
2016-2017 Regular Season,02/04/2017,Atlanta,Home,35,30,26,22,,,,,113,240,41,78,10,28,21,27,10,38,48,28,20,8,15,17,2,113,94.8,94.8,119.3,90.8,3IN4,Tim Hardaway Jr.,Paul Millsap,Dwight Howard,Kent Bazemore,Dennis Schroder,,Brett Nansel,-7.5,-7.5,208.0,-7.5 -05 / -7  / -7 -11,-7.0,-310,+3.5 -15,Boxscore,Odds
2016-2017 Regular Season,02/04/2017,Detroit,Road,32,26,14,12,,,,,84,240,31,75,6,17,16,20,8,35,43,18,13,2,21,21,6,84,94.8,94.8,88.6,110.7,3IN4-B2B,Marcus Morris,Jon Leuer,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,John Goble,Eric Dalen,210,4.5,210.0,210 / 209 / 209.5,208.5,+125,103,,
2016-2017 Regular Season,02/04/2017,Indiana,Home,30,26,26,23,,,,,105,240,44,91,7,24,10,15,7,34,41,22,17,11,6,6,4,105,94.8,94.8,110.7,88.6,3IN4-B2B,Paul George,Lavoy Allen,Myles Turner,CJ Miles,Jeff Teague,,Dedric Taylor,-4.5,-4.5,210.0,-2  / -2.5  / -3 ,-2.5,-145,-2 ,Boxscore,Odds
2016-2017 Regular Season,02/04/2017,Philadelphia,Road,17,35,23,27,,,,,102,240,35,84,6,23,26,31,6,27,33,20,21,10,15,15,1,102,103.4,103.4,98.7,120.9,3IN4,Nik Stauskas,Ersan Ilyasova,Nerlens Noel,Gerald Henderson,T.J. McConnell,Brent Barnaky,Kane Fitzgerald,207.5,8.0,207.5,209.5 / 209 / 208o19,208.5,+361,101,,
2016-2017 Regular Season,02/04/2017,Miami,Home,32,32,36,25,,,,,125,240,48,82,12,22,17,23,10,39,49,28,24,6,21,21,5,125,103.4,103.4,120.9,98.7,2,Rodney McGruder,Luke Babbitt,Hassan Whiteside,Dion Waiters,Goran Dragic,,Justin VanDuyne,-8.0,-8.0,207.5,-10  / -10 -02 / -9.5 ,-9.0,-465,-1.5 ,Boxscore,Odds
2016-2017 Regular Season,02/04/2017,Cleveland,Road,34,30,20,27,,,,,111,240,41,84,16,40,13,18,12,37,49,20,19,3,15,17,0,111,94.9,94.9,116.9,109.6,2,LeBron James,Kevin Love,Tristan Thompson,DeAndre Liggins,Iman Shumpert,Scott Foster,Derrick Collins,-6,-6.0,219.5,-4.5 -05 / -4 -05 / -4 ,-4.0,-180,+2.5 ,,
2016-2017 Regular Season,02/04/2017,New York,Home,25,20,23,36,,,,,104,240,39,86,12,31,14,28,13,29,42,23,20,9,10,11,7,104,94.9,94.9,109.6,116.9,2,Carmelo Anthony,Kristaps Porzingis,Joakim Noah,Brandon Jennings,Courtney Lee,,Gediminas Petraitis,219.5,6.0,219.5,214 / 213.5 / 213,213.5,+155,104.5,Boxscore,Odds
2016-2017 Regular Season,02/04/2017,Charlotte,Road,28,16,38,16,,,,,98,240,35,82,13,33,15,18,3,35,38,20,20,7,9,10,3,98,94.6,94.6,103.5,110.9,2,Michael Kidd-Gilchrist,Marvin Williams,Frank Kaminsky,Nicolas Batum,Kemba Walker,Ken Mauer,Bennie Adams,197.5,7.5,197.5,197 / 196.5 / 196.5o27,197.5,+292,99,,
2016-2017 Regular Season,02/04/2017,Utah,Home,23,29,21,32,,,,,105,240,38,81,13,33,16,24,11,40,51,16,18,5,13,14,4,105,94.6,94.6,110.9,103.5,2,Gordon Hayward,Boris Diaw,Rudy Gobert,Joe Ingles,George Hill,,Tyler Ford,-7.5,-7.5,197.5,-7.5  / -7.5 -15 / -8 -05,-8.0,-365,-2 ,Boxscore,Odds
2016-2017 Regular Season,02/04/2017,Milwaukee,Road,45,29,27,36,,,,,137,240,52,82,7,17,26,35,9,35,44,29,25,9,16,16,11,137,103.8,103.8,132.0,107.9,3IN4-B2B,Giannis Antetokounmpo,Jabari Parker,John Henson,Tony Snell,Matthew Dellavedova,Sean Wright,Mark Lindsay,217.5,1.0,217.5,+1 -03 / +1 -00 / PK ,-1.5,-125,+1.5 ,,
2016-2017 Regular Season,02/04/2017,Phoenix,Home,25,41,23,23,,,,,112,240,38,91,11,28,25,30,14,26,40,22,28,9,16,17,3,112,103.8,103.8,107.9,132.0,3IN4-B2B,TJ Warren,Marquese Chriss,Tyson Chandler,Devin Booker,Eric Bledsoe,,Kevin Cutler,-1,-1.0,217.5,221 / 220.5 / 220.5o11,221.0,+105,109.5,Boxscore,Odds
2016-2017 Regular Season,02/04/2017,Denver,Road,27,23,22,25,,,,,97,240,41,92,10,26,5,10,16,26,42,22,19,7,21,22,1,97,97.6,97.6,99.4,124.0,4IN5-B2B,Wilson Chandler,Kenneth Faried,Nikola Jokic,Gary Harris,Jameer Nelson,James Capers,Ron Garretson,219.5,11.5,219.5,223.5 / 224 / 223.5u20,223.5,+733,108.5,,
2016-2017 Regular Season,02/04/2017,San Antonio,Home,30,26,35,30,,,,,121,240,45,79,10,21,21,26,7,31,38,29,15,13,14,14,8,121,97.6,97.6,124.0,99.4,1,Kawhi Leonard,LaMarcus Aldridge,Dewayne Dedmon,Danny Green,Tony Parker,,Haywoode Workman,-11.5,-11.5,219.5,-12.5 -15 / -12.5 -17 / -12.5 -15,-13.0,-1150,-6 ,Boxscore,Odds
2016-2017 Regular Season,02/04/2017,Memphis,Road,15,33,21,38,,,,,107,240,32,77,10,28,33,39,13,29,42,17,25,7,9,10,3,107,88.0,88.0,121.6,112.5,3IN4-B2B,James Ennis III,JaMychal Green,Zach Randolph,Andrew Harrison,Mike Conley,Derrick Stafford,Steve Anderson,-1,-1.0,203.0,203 / 203.5 / 204,203.5,+151,100.5,,
2016-2017 Regular Season,02/04/2017,Minnesota,Home,31,17,19,32,,,,,99,240,35,84,10,26,19,24,16,30,46,22,27,4,12,13,3,99,88.0,88.0,112.5,121.6,3IN4-B2B,Andrew Wiggins,Gorgui Dieng,Karl-Anthony Towns,Brandon Rush,Ricky Rubio,,Karl Lane,203,1.0,203.0,-4.5 -05 / -4.5  / -4.5 -09,-4.5,-175,-3 -15,Boxscore,Odds
2016-2017 Regular Season,02/04/2017,Golden State,Road,31,25,26,16,8,,,,106,265,36,87,15,44,19,24,7,33,40,22,17,10,17,18,10,106,105.7,95.7,100.3,103.2,3IN4,Kevin Durant,Draymond Green,JaVale McGee,Klay Thompson,Stephen Curry,Bill Spooner,Matt Boland,-12.0,-12.0,226.0,-14.5 -05 / -14.5 -08 / -14.5 ,-14.5,-2000,-10 ,,
2016-2017 Regular Season,02/04/2017,Sacramento,Home,27,29,26,16,11,,,,109,265,43,88,7,23,16,19,8,38,46,25,18,11,16,19,4,109,105.7,95.7,103.2,100.3,B2B,Arron Afflalo,DeMarcus Cousins,Kosta Koufos,Ben McLemore,Darren Collison,,Jacyn Goble,226.0,12.0,226.0,224.5 / 225 / 225.5,224.5,+1041,113,Boxscore,Odds
2016-2017 Regular Season,02/05/2017,Toronto,Road,26,29,20,28,,,,,103,240,40,87,5,19,18,20,8,37,45,21,18,8,11,12,4,103,98.3,98.3,104.8,96.7,1,DeMarre Carroll,Pascal Siakam,Jonas Valanciunas,Norman Powell,Kyle Lowry,Brian Forte,Curtis Blair,-7,-7.0,217.0,-6.5 -16 / -6.5 -15 / -6.5 ,-6.5,-260,+0.5 ,,
2016-2017 Regular Season,02/05/2017,Brooklyn,Home,24,19,20,32,,,,,95,240,32,76,13,34,18,21,7,35,42,19,19,8,21,22,7,95,98.3,98.3,96.7,104.8,1,Bojan Bogdanovic,Rondae Hollis-Jefferson,Brook Lopez,Randy Foye,Isaiah Whitehead,,James Williams,217,7.0,217.0,216 / 215.5 / 216,215.5,+215,106.5,Boxscore,Odds
2016-2017 Regular Season,02/05/2017,LA Clippers,Road,19,28,20,35,,,,,102,240,35,84,10,29,22,28,8,38,46,22,13,4,13,13,0,102,97.6,97.6,104.5,109.6,2,Paul Pierce,Blake Griffin,DeAndre Jordan,JJ Redick,Austin Rivers,Monty McCutchen,Pat Fraher,222.0,5.5,222.0,221o15 / 221 / 221.5,221.0,+195,109.5,,
2016-2017 Regular Season,02/05/2017,Boston,Home,29,27,25,26,,,,,107,240,37,88,16,52,17,20,9,36,45,24,21,9,11,11,3,107,97.6,97.6,109.6,104.5,1,Jae Crowder,Amir Johnson,Al Horford,Jaylen Brown,Isaiah Thomas,,Marat Kogut,-5.5,-5.5,222.0,-5  / -5.5  / -6 ,-6.0,-235,+0.5 ,Boxscore,Odds
2016-2017 Regular Season,02/05/2017,Portland,Road,16,36,21,26,,,,,99,240,35,87,10,28,19,21,11,33,44,15,22,6,12,13,4,99,98.1,98.1,100.9,107.0,1,Noah Vonleh,Evan Turner,Mason Plumlee,CJ McCollum,Damian Lillard,Mike Callahan,Michael Smith,215.5,4.5,215.5,218 / 218.5 / 218,217.5,+176,106o15,,
2016-2017 Regular Season,02/05/2017,Oklahoma City,Home,24,22,25,34,,,,,105,240,40,98,4,18,21,28,17,39,56,18,17,9,12,12,5,105,98.1,98.1,107.0,100.9,1,Andre Roberson,Domantas Sabonis,Steven Adams,Victor Oladipo,Russell Westbrook,,Tony Brown,-4.5,-4.5,215.5,-4.5 ,-4.5,-210,-4.5 ,Boxscore,Odds
2016-2017 Regular Season,02/06/2017,LA Lakers,Road,29,32,36,24,,,,,121,240,44,102,8,28,25,31,20,35,55,19,28,9,7,8,5,121,101.8,101.8,118.9,105.1,2,Brandon Ingram,Julius Randle,Tarik Black,D'Angelo Russell,Nick Young,Gary Zielinski,Zach Zarba,220.0,5.0,220.0,222.5 / 222.5u11 / 222.5,223.0,+176,109.5,,
2016-2017 Regular Season,02/06/2017,New York,Home,19,26,28,34,,,,,107,240,37,82,7,21,26,33,6,34,40,16,24,4,16,16,4,107,101.8,101.8,105.1,118.9,1,Carmelo Anthony,Kristaps Porzingis,Kyle O'Quinn,Courtney Lee,Derrick Rose,,Dedric Taylor,-5.0,-5.0,220.0,-5.5  / -5 -05 / -4.5 ,-5.0,-210,-7.5 -15,Boxscore,Odds
2016-2017 Regular Season,02/06/2017,Cleveland,Road,26,28,32,34,20,,,,140,265,49,92,19,38,23,28,12,34,46,31,26,7,20,20,2,140,109.6,99.3,127.7,123.2,1,LeBron James,Kevin Love,Tristan Thompson,Kyrie Irving,Iman Shumpert,Tony Brothers,James Williams,220,0.0,220.0,+1.5  / +1.5 +06 / PK ,-1.0,-116,-1.5 ,,
2016-2017 Regular Season,02/06/2017,Washington,Home,32,25,25,38,15,,,,135,265,50,99,12,29,23,26,11,32,43,29,25,9,12,12,5,135,109.6,99.3,123.2,127.7,1,Otto Porter,Markieff Morris,Marcin Gortat,Bradley Beal,John Wall,,Justin VanDuyne,0,0.0,220.0,218.5 / 218.5u27 / 218,219.5,-104,108.5,Boxscore,Odds
2016-2017 Regular Season,02/06/2017,Oklahoma City,Road,25,27,18,20,,,,,90,240,34,88,7,28,15,21,20,41,61,17,21,6,16,16,11,90,90.4,90.4,99.5,102.9,3IN4-B2B,Andre Roberson,Domantas Sabonis,Steven Adams,Victor Oladipo,Russell Westbrook,Bill Kennedy,Karl Lane,210.5,4.0,210.5,212.5 / 211o21 / 211.5,212.0,+180,104.5,,
2016-2017 Regular Season,02/06/2017,Indiana,Home,20,21,32,20,,,,,93,240,33,87,8,26,19,29,13,24,37,19,17,7,10,10,10,93,90.4,90.4,102.9,99.5,3IN4,Paul George,Lavoy Allen,Myles Turner,CJ Miles,Jeff Teague,,Lauren Holtkamp,-4.0,-4.0,210.5,-4.5 -15 / -5  / -5 -16,-5.0,-215,-6 -05,Boxscore,Odds
2016-2017 Regular Season,02/06/2017,LA Clippers,Road,31,29,22,27,,,,,109,240,42,90,13,35,12,18,9,30,39,24,19,7,9,9,5,109,95.1,95.1,114.6,124.1,B2B,Austin Rivers,Blake Griffin,DeAndre Jordan,JJ Redick,Raymond Felton,Sean Wright,Kane Fitzgerald,216,5.0,216.0,216 / 216u11 / 216,217.5,+237,107.5,,
2016-2017 Regular Season,02/06/2017,Toronto,Home,35,35,27,21,,,,,118,240,41,84,10,24,26,29,11,36,47,20,23,6,9,11,1,118,95.1,95.1,124.1,114.6,3IN4-B2B,DeMarre Carroll,Pascal Siakam,Jonas Valanciunas,DeMar DeRozan,Kyle Lowry,,Tre Maddox,-5,-5.0,216.0,-6  / -6 -15 / -7 -14,-7.0,-290,-0.5 EVEN,Boxscore,Odds
2016-2017 Regular Season,02/06/2017,Utah,Road,29,25,37,29,,,,,120,240,49,80,10,26,12,18,9,35,44,31,23,9,12,12,7,120,90.7,90.7,132.3,104.8,1,Gordon Hayward,Derrick Favors,Rudy Gobert,Joe Ingles,George Hill,Rodney Mott,Eric Lewis,196.5,1.0,196.5,PK  / +1.5  / +1 ,-1.0,-115,+1 ,,
2016-2017 Regular Season,02/06/2017,Atlanta,Home,21,29,23,22,,,,,95,240,33,74,6,17,23,32,7,23,30,16,18,6,12,12,3,95,90.7,90.7,104.8,132.3,1,Tim Hardaway Jr.,Paul Millsap,Dwight Howard,Kent Bazemore,Dennis Schroder,,CJ Washington,-1.0,-1.0,196.5,196.5 / 196.5o12 / 197,197.5,-105,104,Boxscore,Odds
2016-2017 Regular Season,02/06/2017,Philadelphia,Road,27,19,21,29,,,,,96,240,36,85,5,28,19,28,11,30,41,19,17,8,13,13,0,96,97.5,97.5,98.5,115.9,1,Robert Covington,Ersan Ilyasova,Jahlil Okafor,Nik Stauskas,T.J. McConnell,Mark Ayotte,Ed Malloy,213,10.0,213.0,212.5 / 212 / 211,211.5,+351,102.5,,
2016-2017 Regular Season,02/06/2017,Detroit,Home,24,31,34,24,,,,,113,240,46,99,5,22,16,17,19,41,60,22,19,8,12,13,4,113,97.5,97.5,115.9,98.5,3IN4,Marcus Morris,Jon Leuer,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,,Scott Twardoski,-10,-10.0,213.0,-8.5 -15 / -8.5 -08 / -8.5 ,-9.0,-450,-1 ,Boxscore,Odds
2016-2017 Regular Season,02/06/2017,Phoenix,Road,21,21,32,32,,,,,106,240,40,93,5,27,21,25,9,40,49,26,23,7,16,16,10,106,106.2,106.2,99.8,104.5,3IN4,TJ Warren,Marquese Chriss,Tyson Chandler,Devin Booker,Eric Bledsoe,James Capers,Scott Wall,221.0,4.5,221.0,220 / 220.5 / 221.5,222.0,+199,116,,
2016-2017 Regular Season,02/06/2017,New Orleans,Home,29,18,30,34,,,,,111,240,42,92,9,26,18,22,9,39,48,20,25,11,13,13,11,111,106.2,106.2,104.5,99.8,1,Solomon Hill,Terrence Jones,Anthony Davis,Buddy Hield,Jrue Holiday,,Haywoode Workman,-4.5,-4.5,221.0,-5.5 -15 / -6  / -5.5 ,-5.5,-240,-2 ,Boxscore,Odds
2016-2017 Regular Season,02/06/2017,Miami,Road,40,31,22,22,,,,,115,240,45,86,15,28,10,14,13,25,38,27,21,5,17,17,5,115,93.3,93.3,123.3,121.1,1,Rodney McGruder,Luke Babbitt,Hassan Whiteside,Dion Waiters,Goran Dragic,David Guthrie,Josh Tiven,207,1.5,207.0,204.5 / 204 / 204.5,205.5,-105,100.5,,
2016-2017 Regular Season,02/06/2017,Minnesota,Home,33,24,31,25,,,,,113,240,43,80,5,11,22,28,8,26,34,25,15,13,10,11,1,113,93.3,93.3,121.1,123.3,3IN4,Andrew Wiggins,Gorgui Dieng,Karl-Anthony Towns,Brandon Rush,Ricky Rubio,,Aaron Smith,-1.5,-1.5,207.0,-1.5 -09 / -1.5  / -1.5 -15,-1.0,-115,-4 -15,Boxscore,Odds
2016-2017 Regular Season,02/06/2017,Dallas,Road,24,13,30,20,,,,,87,240,34,79,8,26,11,17,3,26,29,25,18,8,10,11,3,87,93.1,93.1,93.4,118.1,2,Wesley Matthews,Harrison Barnes,Dirk Nowitzki,Seth Curry,Yogi Ferrell,Derrick Stafford,Bennie Adams,214.0,2.5,214.0,213 / 213o12 / 213.5,212.5,+125,102.5,,
2016-2017 Regular Season,02/06/2017,Denver,Home,29,30,23,28,,,,,110,240,42,84,11,28,15,16,10,39,49,28,19,7,15,15,10,110,93.1,93.1,118.1,93.4,3IN4,Will Barton,Wilson Chandler,Nikola Jokic,Gary Harris,Jameer Nelson,,Gediminas Petraitis,-2.5,-2.5,214.0,-3.5 -09 / -3.5  / -3.5 -15,-3.0,-145,+5 ,Boxscore,Odds
2016-2017 Regular Season,02/06/2017,San Antonio,Road,14,26,25,9,,,,,74,240,30,82,4,19,10,18,11,33,44,11,20,8,16,17,6,74,90.3,90.3,82.0,98.6,1,Jonathon Simmons,LaMarcus Aldridge,Dewayne Dedmon,Danny Green,Tony Parker,John Goble,Brent Barnaky,-2.5,-2.5,203.5,200.5 / 200 / 200o27,201.0,-105,105.5,,
2016-2017 Regular Season,02/06/2017,Memphis,Home,17,23,29,20,,,,,89,240,32,81,4,19,21,25,15,35,50,18,17,8,13,13,11,89,90.3,90.3,98.6,82.0,3IN4,Chandler Parsons,JaMychal Green,Marc Gasol,Tony Allen,Mike Conley,,Kevin Scott,203.5,2.5,203.5,+2  / PK  / -1 -05,-1.0,-115,PK ,Boxscore,Odds
2016-2017 Regular Season,02/06/2017,Chicago,Road,27,33,25,27,,,,,112,240,43,81,6,19,20,31,8,27,35,21,17,10,8,8,3,112,92.6,92.6,120.9,115.5,2,Jerian Grant,Taj Gibson,Robin Lopez,Dwyane Wade,Michael Carter-Williams,Ken Mauer,Leroy Richardson,206.5,2.0,206.5,204.5 / 205.5 / 206,205.5,+160,106.5,,
2016-2017 Regular Season,02/06/2017,Sacramento,Home,11,34,24,38,,,,,107,240,41,79,11,28,14,16,9,31,40,27,25,4,15,17,5,107,92.6,92.6,115.5,120.9,3IN4,Arron Afflalo,DeMarcus Cousins,Kosta Koufos,Ben McLemore,Darren Collison,,Tyler Ford,-2.0,-2.0,206.5,-3.5  / -4  / -4 -15,-4.5,-185,-7 -15,Boxscore,Odds
2016-2017 Regular Season,02/07/2017,Brooklyn,Road,16,21,35,35,,,,,107,240,39,86,12,36,17,21,4,41,45,26,23,3,15,18,8,107,106.7,106.7,100.3,104.1,1,Bojan Bogdanovic,Rondae Hollis-Jefferson,Brook Lopez,Randy Foye,Spencer Dinwiddie,Tony Brothers,Mark Lindsay,217,10.5,217.0,219 / 219.5 / 219.5u11,219.5,+447,114,,
2016-2017 Regular Season,02/07/2017,Charlotte,Home,24,30,27,30,,,,,111,240,40,102,7,26,24,29,12,39,51,19,17,6,7,7,7,111,106.7,106.7,104.1,100.3,2,Michael Kidd-Gilchrist,Marvin Williams,Frank Kaminsky,Nicolas Batum,Kemba Walker,,Jacyn Goble,-10.5,-10.5,217.0,-9.5 -31 / -10 -15 / -10 ,-10.0,-600,-0.5 -05,Boxscore,Odds
2016-2017 Regular Season,02/07/2017,Orlando,Road,28,26,30,20,,,,,104,240,42,88,6,25,14,20,10,37,47,28,23,7,16,16,4,104,102.2,102.2,101.7,125.2,2,Aaron Gordon,Serge Ibaka,Nikola Vucevic,Evan Fournier,Elfrid Payton,Mike Callahan,Michael Smith,223.0,11.0,223.0,223 / 224 / 224o12,224.5,+664,108.5o15,,
2016-2017 Regular Season,02/07/2017,Houston,Home,35,35,24,34,,,,,128,240,44,89,16,38,24,36,10,32,42,31,15,9,10,11,2,128,102.2,102.2,125.2,101.7,3+,Trevor Ariza,Ryan Anderson,Clint Capela,Patrick Beverley,James Harden,,Kevin Cutler,-11.0,-11.0,223.0,-11.5 -17 / -11.5 -15 / -11.5 ,-12.0,-1000,-1.5 ,Boxscore,Odds
2016-2017 Regular Season,02/07/2017,Portland,Road,32,32,22,28,,,,,114,240,42,86,11,28,19,24,18,37,55,17,26,6,15,15,2,114,92.4,92.4,123.3,122.2,1,Noah Vonleh,Evan Turner,Mason Plumlee,CJ McCollum,Damian Lillard,Sean Corbin,Eric Lewis,204.5,1.0,204.5,-3 -06 / -3 -05 / -3 -08,-3.0,-142,+2.5 -05,,
2016-2017 Regular Season,02/07/2017,Dallas,Home,27,26,29,31,,,,,113,240,37,75,12,28,27,32,2,28,30,16,22,6,7,7,6,113,92.4,92.4,122.2,123.3,B2B,Wesley Matthews,Harrison Barnes,Dirk Nowitzki,Seth Curry,Yogi Ferrell,,Mitchell Ervin,-1,-1.0,204.5,206 / 206.5 / 207,207.5,+122,100.5,Boxscore,Odds
